Day,sales,invest_radio_updated,invst_television_updated,invst_newpaper,invst_bb,invst_bus_taxi,competition
400,2847361,328090.32,455375,28790.61,461440.76,4953.51652,6699136
401,11079551,1324143.12,401739,111291.51,1786112.16,15514.00732,6996785
402,2428890,286920.8,450145,24885.9,392851.4,3675.1348,6618196
403,14053643,1674791.16,480347,141605.43,2253207.88,19999.80876,1185362
404,7911019,944548.28,528993,79719.19,1274317.04,11660.54508,6796456
405,14963678,1788062.36,464617,150693.78,2401717.48,21081.05496,525403
406,12163028,1460040.36,482466,121956.28,1951766.48,17368.19696,4351180
407,9798229,1171670.48,401330,98374.29,1573214.64,13369.66228,6797438
408,15644331,1869161.72,543527,156745.31,2513483.96,21248.51692,293904
409,2655138,315909.56,515309,26887.38,437445.08,4106.78216,3998426
410,2671027,319379.24,441541,27024.27,441602.32,4469.75564,4872378
411,14212384,1706114.08,422088,142741.84,2279498.44,19655.34688,4480569
412,10465801,1248707.12,529725,105053.01,1687915.16,15135.85732,4077522
413,15379503,1833914.36,554027,154918.03,2475477.48,21043.94396,2609710
414,2154204,246776.48,474723,22270.04,354262.64,3809.54928,844679
415,3745630,439583.6,493991,38408.3,604727.8,5907.2316,2309622
416,1588545,182315.4,410854,16440.45,269875.2,3009.8794,6342670
417,11890994,1416839.28,432726,119815.94,1906715.04,16739.11208,5831674
418,6469467,771360.04,404122,65694.67,1048126.72,9370.69644,4806716
419,3789321,446910.52,522099,38378.21,617076.36,5536.90372,1652269
420,14692236,1762219.32,407566,147718.36,2356505.76,20014.75152,4780419
421,3285981,392658.72,555690,33907.81,533719.96,4776.49492,4880847
422,8590962,1028526.44,569337,86554.62,1379381.92,11972.06984,6658491
423,5427395,651795.4,520753,54775.95,883169.2,8091.1614,4296423
424,6347599,748498.88,493544,64116.99,1023099.84,9023.83068,2784957
425,4839038,570988.56,449493,49478.38,783009.08,7629.53016,3513940
426,1211906,136414.72,516916,13159.06,202862.96,2395.71592,4913412
427,6337471,759212.52,525435,64455.71,1019526.36,8979.46172,5781548
428,7443442,881986.04,518248,75372.42,1204866.72,10615.34344,6136131
429,9065504,1079327.48,485255,91701.04,1463085.64,12410.46528,2521833
430,4549666,535875.92,496026,46407.66,738088.56,6984.55912,3739372
431,8789588,1051181.56,414736,88491.88,1418146.08,12771.25616,3823393
432,6964559,835847.08,420179,70538.59,1122469.44,10629.21788,5921023
433,12981557,1546443.84,541173,130401.57,2087578.12,18358.65524,6382563
434,12423520,1492285.4,493070,125234.2,1992893.2,17634.0464,2219093
435,7938970,941553.4,460253,80385.7,1282720.2,11532.4404,2792631
436,1032632,125493.84,471779,11135.32,175566.12,2653.07424,3953796
437,14901826,1778869.12,487157,149449.26,2397229.16,21087.41032,1908048
438,7396405,886965.6,530699,75036.05,1197691.8,10898.2546,4899697
439,4355679,512179.48,462212,44292.79,703554.64,6737.49628,5134553
440,2573996,296545.52,511885,26742.96,422815.36,4668.67472,6238043
441,14158456,1687580.72,442936,142139.56,2275121.96,20073.16192,5701952
442,12523949,1499425.88,532715,126150.49,2018680.84,17710.61268,2981978
443,4848065,576029.8,508036,49524.65,791231.4,7089.4458,2334498
444,13433281,1609114.72,453495,135120.81,2163792.96,19119.93092,2934202
445,7129547,849590.64,534640,72255.47,1154266.52,9908.00204,981686
446,10412945,1250680.4,463648,104852.45,1672673.2,14727.0874,5739020
447,16037332,1909281.84,453113,161133.32,2579727.12,21773.27824,4787263
448,1152692,135461.04,539719,12421.92,192374.72,2824.55344,4374303
449,4257262,500542.44,473863,43007.62,689055.92,6396.58584,2080835
450,6422202,770157.24,425530,64866.02,1041817.32,9196.30664,2647975
451,9810005,1170333.6,490962,98734.05,1583321.8,13841.2066,5960841
452,8327144,989270.28,458151,84106.44,1345631.04,11983.83008,3240021
453,8650362,1040227.44,470847,86820.62,1393710.92,12059.47784,1572073
454,5133383,615257.96,569327,51712.83,836114.28,7294.06556,1210401
455,3438172,405006.64,461114,35165.72,557481.52,5514.38704,1469495
456,8096139,965131.68,541330,81683.39,1299651.24,11791.90348,2074756
457,3729322,435843.64,488965,38222.22,603609.52,5835.70504,2867891
458,14843298,1771341.76,463190,149530.98,2385477.68,20475.15336,4141695
459,7379211,873169.32,547273,74697.11,1192554.76,10922.55852,3540542
460,6019077,720490.24,483172,60768.77,967818.32,9137.18164,6092983
461,13306589,1589867.68,509836,133431.89,2134833.24,18900.69748,5074373
462,743347,82730.64,412967,8449.47,134602.52,1656.21804,1743626
463,5680364,666179.68,552660,57384.64,922325.24,8306.08048,5461207
464,10071259,1208210.08,489522,101648.59,1616454.44,13993.06188,6717177
465,15515769,1853907.28,495677,155570.69,2491084.04,21938.81508,2527447
466,10042294,1203190.28,421267,101611.94,1613170.04,14032.82808,4173317
467,3723414,444091.68,423390,37684.14,603777.24,5527.90648,5182470
468,8561274,1026084.88,445891,85978.74,1375126.84,12647.88168,5476093
469,6400264,765918.68,504385,65040.64,1031359.24,9823.34848,6786351
470,15941066,1900049.92,414640,160108.66,2563625.56,22275.20712,2627815
471,1548790,184174.8,471326,16524.9,254665.4,3424.4028,3942729
472,5754160,691545.2,473577,58426.6,927109.6,8851.4912,4919647
473,13665412,1635733.44,421621,137085.12,2196816.92,18599.34384,2297439
474,9726772,1157092.64,539216,97874.72,1569241.52,13915.33904,1851050
475,14366172,1716070.64,476490,144729.72,2312260.52,20391.34704,4712067
476,724628,74151.36,474705,7768.28,123167.48,2026.50896,5485276
477,12362519,1473044.28,549191,124367.19,1991128.04,17684.52508,216926
478,15357667,1828657.04,468499,153957.67,2463579.72,21667.12044,3584494
479,7184055,861885.6,534987,72499.55,1163928.8,10557.9526,2802951
480,6441690,761347.8,517836,65044.9,1043671.4,9380.0308,6361008
481,5064489,605692.68,552138,51141.89,814757.24,7794.12548,2275622
482,815806,85414.72,543398,8682.06,144528.96,2383.86392,4806884
483,16080068,1925574.16,476490,161450.68,2584506.88,21873.68976,4847437
484,3954757,465518.84,435826,40408.57,643298.12,6291.27924,6682680
485,812283,89309.96,406742,8752.83,144272.28,1717.21356,3264439
486,3259016,389905.92,561631,33225.16,531692.56,5195.90112,5986758
487,10998995,1318932.4,422325,110480.95,1765993.2,15566.6734,4269375
488,2079929,246832.48,479010,21831.29,346732.64,3480.50628,5672494
489,2534004,296400.48,401585,26165.04,420617.64,4087.88528,4297480
490,11160952,1336164.24,402798,112287.52,1799483.32,15871.45664,2018192
491,1572068,181058.16,542728,16264.68,267421.88,2843.12976,5351489
492,12650022,1519907.64,566618,127333.22,2038183.52,17972.02904,4649621
493,10358219,1243377.28,462474,104461.19,1672057.04,14271.84908,4921164
494,14704423,1761962.76,535350,147424.23,2363582.68,20737.83836,526353
495,7498889,895233.68,552869,75423.89,1209960.24,11104.53348,1452124
496,2359965,283220.8,484417,24018.65,382361.4,4085.1538,2042928
497,5394101,637392.12,510005,55126.01,867973.16,8057.21332,3665120
498,14632474,1754692.88,437911,147249.74,2346503.84,20502.86568,2704858
499,3113753,365921.36,498060,32183.53,510996.48,4598.15396,1047508
500,8388839,1008811.68,517846,84293.39,1352647.24,11789.26748,2992133
501,10268100,1225120,561658,103190,1658147,14408.892,2112089
502,7084776,835337.12,454507,71862.76,1138446.16,9982.90432,3627712
503,13636250,1629041,521780,137104.5,2190476,19090.85,1587450
504,11757268,1406416.16,400135,118640.68,1897116.88,16724.59376,1358475
505,13158710,1574573.2,566189,132747.1,2118279.6,18805.4972,2532629
506,2255249,264542.88,433527,23375.49,366044.84,3677.92868,6001136
507,13776761,1639806.32,414473,138244.61,2210669.76,19682.32452,3866097
508,15663109,1877266.08,435916,157216.09,2520440.44,21752.30388,5685004
509,4742782,571377.84,561664,48136.82,768592.12,7581.47224,4035144
510,5065173,597688.76,419287,51713.73,815996.68,7356.02836,5153712
511,7936047,947602.64,472715,79681.47,1285294.52,11626.58204,6238840
512,551024,53807.88,531117,6288.24,96975.84,2159.35168,2909437
513,15017421,1789813.52,511382,150837.21,2410523.36,20727.99572,710371
514,4963121,589101.52,436616,50641.21,808154.36,7190.31972,271330
515,6196223,740979.76,556575,62605.23,997137.68,9288.01436,1252517
516,16087815,1919571.8,538284,161899.15,2587250.4,22175.9158,3439984
517,14883769,1771709.28,509679,149941.69,2395768.04,20498.57508,1034092
518,8526768,1012099.16,479261,86191.68,1374889.88,11800.33376,667620
519,11779130,1403726.6,447292,118247.3,1894259.8,16543.4516,6560979
520,2866095,333851.4,534592,29569.95,473304.2,5233.2454,5736347
521,2454615,284863.8,490598,25136.15,398057.4,3737.0918,5538963
522,14462530,1736390.6,555314,145148.3,2329933.8,19970.5396,6242085
523,15439015,1848159.8,513786,154846.15,2478091.4,21729.4998,5253429
524,16024741,1921219.92,505029,161203.41,2576555.56,22626.65812,4571709
525,13492656,1613984.72,449949,135994.56,2174131.96,18548.30592,354921
526,8761372,1052148.64,458746,88450.72,1413898.52,12261.01104,880786
527,14821640,1774704.8,521443,149220.4,2377765.4,20070.5648,3196349
528,14941794,1782511.28,525504,150613.94,2398030.04,20124.16808,5081290
529,12628201,1510678.12,558036,127362.01,2033452.16,17668.22532,4694085
530,12011292,1445157.04,493562,120421.92,1937644.72,16639.90544,2312807
531,12974494,1555895.28,447529,130243.94,2082432.04,17688.33208,992146
532,3580013,427415.56,536166,36877.13,577963.08,5459.61716,3389289
533,13272598,1585692.76,477763,133126.98,2134481.68,18055.82936,4611404
534,12223820,1457171.4,520301,123418.2,1960845.2,17091.4424,3867458
535,160739,18947.68,503877,2691.39,29726.24,1579.17548,2727349
536,10879561,1301544.32,530686,109918.61,1754373.76,15075.02052,1721540
537,7982430,949329.6,504454,80229.3,1293068.8,11238.8076,6625878
538,14754841,1772870.92,544551,148438.41,2375948.56,20005.39012,5838587
539,7429096,886026.52,523843,74612.96,1200510.36,11236.40672,6081630
540,10161541,1215765.92,417365,102383.41,1638422.56,14759.23412,4023013
541,16974799,2036064.88,514723,170943.99,2726450.84,23160.73468,4300409
542,3957788,477175.56,561688,40452.88,648392.08,5723.28016,5188443
543,13873551,1654755.12,521911,139560.51,2233405.16,19771.08732,1266685
544,9539594,1143900.28,561877,95869.94,1530972.04,13553.26408,820486
545,717999,76953.88,504823,8253.99,127733.84,2222.75868,5226699
546,13407253,1597053.36,550657,134464.53,2150781.48,18352.57396,312896
547,9034479,1079476.48,501712,91082.79,1451689.64,13384.51228,5815725
548,12052830,1441710.6,499710,121686.3,1943283.8,17368.7356,2383627
549,6071869,726311.28,526708,61428.69,986590.04,9369.86708,6744308
550,16142600,1927722,562695,161772,2587945,21868.232,545056
551,14856652,1778931.24,435828,149034.52,2388749.32,20132.78064,2434162
552,2911628,349120.36,569025,29932.28,479969.48,4977.34896,5353227
553,1407183,158372.96,461022,14726.83,235732.28,2310.48156,3466407
554,671969,73711.28,539206,7533.69,117935.04,2020.99908,5274471
555,11124280,1325185.6,548233,111593.8,1784226.8,15675.0496,1699860
556,5569458,663778.96,470641,56219.58,906360.28,7869.68456,1624867
557,15892929,1897167.48,447305,160065.29,2556223.64,22399.66628,5574964
558,5739945,688282.4,473398,58086.45,924238.2,8629.7274,2141158
559,16110610,1929553.2,561591,161876.1,2584524.6,22092.0052,2874600
560,2270588,262678.56,525339,23733.88,372676.08,3635.17616,4577697
561,3271870,386484.4,489893,33569.7,534109.2,4940.8684,5978148
562,9487461,1133500.32,564947,95864.61,1526618.76,13409.44852,3805088
563,6090502,729321.24,424974,61445.02,982347.32,8601.46264,4712458
564,15291482,1833642.84,421040,153707.82,2461591.12,20727.75624,2861017
565,14078235,1687904.2,535716,141877.35,2257465.6,19109.2702,2787774
566,16233261,1936733.32,551823,163328.61,2606876.76,22458.90452,6466736
567,7000550,830113,531159,70613.5,1134441,10697.726,4162142
568,15052392,1794979.04,460201,151415.92,2416483.72,20754.15744,5822536
569,9500454,1130889.48,489137,95505.54,1530573.64,12979.59928,4017264
570,15032712,1792870.44,411885,151341.12,2420133.92,20947.17984,6576132
571,9150925,1087710,438790,92652.25,1470378,13447.221,753695
572,2817179,329616.48,542511,29237.79,460961.64,4452.67628,4527885
573,342423,38569.76,431854,3913.23,67787.68,1358.99836,6698103
574,4596829,548740.48,505905,46778.29,749691.64,6751.81428,2384612
575,2573357,309859.84,539584,26672.57,419353.12,4144.83124,6821939
576,16532413,1970820.56,432822,166035.13,2659759.08,22915.78516,5518865
577,16560344,1976594.28,443568,166504.44,2656240.04,22308.65408,6158808
578,10043553,1205230.36,542996,101345.53,1621521.48,14349.48996,525728
579,5919864,706001.68,476315,59836.64,951468.24,9276.22048,1358804
580,1655423,196338.76,487361,16956.23,278893.68,3070.15836,1323706
581,7399443,882190.16,524153,74864.43,1195288.88,10474.26476,4986577
582,9143668,1084428.16,545474,91778.68,1478856.88,12567.64176,2464028
583,8421876,999487.12,494637,84663.76,1356325.16,12593.87632,2932172
584,16198113,1939190.56,504730,163015.13,2603556.08,22186.50916,200849
585,16516025,1979508,493842,165849.25,2649704,22466.153,2118215
586,1832349,213421.88,402115,18974.49,304683.84,2882.70068,393509
587,5013646,596600.52,522337,50956.46,815949.36,7979.01272,2288118
588,10990412,1312683.44,472848,110998.12,1771108.92,15157.34384,1236382
589,5574690,672020.8,416739,56725.9,907536.4,8546.5908,3867591
590,2518568,293561.16,562876,26347.68,417836.88,4442.50976,2191803
591,1797126,204123.12,445621,18627.26,300284.16,3271.20632,1619350
592,10075473,1202176.76,464481,101416.73,1619759.68,13889.62436,6112148
593,3176152,368933.24,561152,32293.52,512803.32,5393.52064,5442138
594,16141360,1936585.2,524416,162272.6,2589082.6,22714.5952,1423113
595,7563663,899381.56,450719,76527.63,1215480.08,11173.03516,2716970
596,2438627,294703.24,454983,25304.27,399150.32,4632.98764,2176702
597,1539548,174352.76,524656,16216.48,257767.68,2977.20336,6284451
598,14300000,1700806,477887,144119,2300356,19723,3494242
599,3489093,418483.16,544242,35905.93,569354.88,6027.60276,6640956
600,9247165,1112584.8,479034,93476.65,1486032.4,13565.2578,6409802
601,5024482,599592.84,448929,50639.82,819812.12,7778.31624,4899409
602,11321251,1358590.12,502969,113512.51,1822527.16,15580.05132,2430182
603,6244422,745567.64,543239,62969.22,1012992.52,9573.63704,2538071
604,15328019,1826233.28,401159,153771.19,2463970.04,21513.98508,554003
605,15831768,1888705.16,440643,158753.68,2543151.88,21395.93376,4257639
606,8807269,1047084.28,550092,88654.69,1421403.04,12902.59508,4324133
607,2178721,254622.52,537372,22478.21,355119.36,3980.91172,5090666
608,7721906,915830.72,406269,77856.06,1243196.96,11259.91592,592952
609,906807,100409.84,457495,9904.07,157025.12,2399.98524,3871592
610,6247950,746457,557323,63412.5,1006161,9333.294,4812741
611,15184444,1820928.28,533917,152959.44,2437356.04,21237.46608,724670
612,363232,45596.84,458097,4105.32,64769.12,1535.46624,6005211
613,2857111,336025.32,440978,29392.11,464199.76,4979.38652,2665326
614,16400461,1963762.32,559600,164562.61,2634085.76,22379.60852,4916079
615,7400557,890083.84,525849,74889.57,1196542.12,11193.73524,405521
616,11716787,1392325.44,487106,117969.87,1888466.92,16567.15884,2899189
617,13421773,1609721.76,540608,134519.73,2153394.68,18206.74036,2520327
618,10858964,1303538.68,420654,109625.64,1751793.24,14971.83248,4243820
619,13545818,1620746.16,553276,136474.18,2182861.88,18892.47976,4050017
620,2141661,250639.32,452217,22343.61,355694.76,3697.99252,6791277
621,15908799,1898571.88,545410,159568.99,2560729.84,22110.61468,4096082
622,11400531,1358653.72,522052,114658.31,1828179.96,15568.70092,2138127
623,4340115,519999.8,506914,44379.15,707736.4,6740.9518,4855215
624,5253839,630503.68,409113,53434.39,853176.24,7636.06748,5713867
625,885306,105341.72,452091,9844.06,148269.96,1856.60392,1887624
626,15476137,1848533.44,462897,155443.37,2485775.92,21853.50084,5213198
627,12277536,1464235.32,527387,123879.36,1974060.76,17675.34752,2752847
628,10061422,1209462.64,461117,101466.22,1622183.52,14578.07704,2065341
629,16081241,1926257.92,531141,161683.41,2577377.56,21921.23812,4254992
630,4874459,581265.08,494007,49430.59,785219.44,7810.28588,6872557
631,14767922,1759154.64,556082,148404.22,2374497.52,20721.65704,6060512
632,11839096,1414879.52,504213,118832.96,1903589.36,16108.60672,1174331
633,2672285,310361.2,439720,27660.85,439298.6,4942.4162,1129465
634,7092367,839287.04,534242,71852.67,1143443.72,9992.92444,832326
635,9605544,1146158.28,534757,97242.44,1551538.04,13384.31808,3839691
636,9868184,1181441.08,492421,99478.84,1585918.44,13809.00288,5426858
637,15638445,1866289.4,560880,157116.45,2514793.2,21958.7474,3632874
638,6325235,749877.2,556617,64076.35,1027866.6,8835.3102,1334505
639,2535663,293210.56,438632,26342.63,417639.08,3987.07516,2501096
640,15779388,1883883.56,440091,158216.88,2533475.08,21963.79216,1764260
641,10830640,1287177.8,472624,108915.4,1742320.4,15757.4448,3755536
642,10189896,1214244.52,452419,102332.96,1646156.36,14270.66272,4360111
643,15944894,1900884.28,496224,160404.94,2562717.04,22400.26008,6475673
644,11656455,1395641.6,474865,117396.55,1877001.8,16726.5206,986189
645,13581623,1620232.76,459999,136930.23,2188301.68,18564.74236,6366564
646,9322859,1111161.08,438606,93830.59,1502754.44,13271.17388,447223
647,9935386,1183899.32,488017,99876.86,1594029.76,13875.70952,5416663
